Player,Team,Position,PTS_final,REB_final,AST_final,PTS_adj,REB_adj,AST_adj,PTS_bonus,REB_bonus,AST_bonus,TS%,eFG%,USG_proxy,MPG
Myles Turner,IND,C-F,17.39645217391305,6.5434285714285725,1.4614285714285715,17.572173913043486,6.60952380952381,1.4761904761904765,0.0,0.0,0.0,0.63,0.5933734939759037,0.1225396825396825,29.40952380952381
Christian Braun,DEN,G,20.02387527950311,5.581714285714288,3.450857142857143,20.226136645962736,5.638095238095239,3.4857142857142858,0.0,0.0,0.0,0.699,0.678343949044586,0.1504761904761905,36.11428571428572
Brandin Podziemski,GSW,G,16.337500621118014,5.449714285714285,3.403714285714287,16.502525879917187,5.504761904761905,3.4380952380952388,0.0,0.0,0.0,0.62,0.606951871657754,0.1210714285714285,29.05714285714286
Bradley Beal,PHO,G,16.56180223602485,2.951142857142857,4.0920000000000005,16.729093167701865,2.980952380952381,4.133333333333334,0.0,0.0,0.0,0.591,0.5687830687830688,0.1301190476190476,31.228571428571428
Derrick White,BOS,G,16.586168944099377,5.006571428571428,6.043714285714285,16.753706004140785,5.057142857142857,6.104761904761904,0.0,0.0,0.0,0.583,0.5602094240837696,0.1428174603174603,34.27619047619047
Domantas Sabonis,SAC,C-F,16.85720347826087,12.66257142857143,5.42142857142857,17.027478260869565,12.790476190476191,5.4761904761904745,0.0,0.0,0.0,0.597,0.5549132947976878,0.1347619047619047,32.34285714285714
Spencer Dinwiddie,DAL,G,14.27282385093168,3.4320000000000004,6.119142857142859,14.416993788819877,3.466666666666667,6.180952380952382,0.0,0.0,0.0,0.597,0.5529411764705883,0.1313492063492063,31.52380952380953
Bennedict Mathurin,IND,G-F,15.041113043478267,4.469142857142858,1.7254285714285718,15.193043478260876,4.514285714285714,1.742857142857143,0.0,0.0,0.0,0.56,0.4575757575757576,0.1087301587301587,26.09523809523809
Alex Sarr,WAS,F,12.286330434782617,5.968285714285715,2.508,12.4104347826087,6.0285714285714285,2.5333333333333337,0.0,0.0,0.0,0.48,0.4484304932735426,0.115079365079365,27.61904761904762
Ty Jerome,CLE,G,16.75734260869565,2.536285714285715,3.498,16.92660869565217,2.561904761904762,3.533333333333333,0.0,0.0,0.0,0.632,0.5895061728395061,0.0937301587301587,22.495238095238093
Aaron Nesmith,IND,G-F,17.402912795031057,4.29,1.0654285714285716,17.578699792960663,4.333333333333333,1.0761904761904764,0.0,0.0,0.0,0.701,0.6677852348993288,0.1138095238095238,27.31428571428572
P.J. Washington,DAL,F,16.28361838509317,7.156285714285714,2.328857142857143,16.448099378881988,7.228571428571428,2.3523809523809525,0.0,0.0,0.0,0.589,0.5625,0.1307539682539682,31.38095238095238
Malik Monk,SAC,G,15.040375155279506,3.677142857142857,5.044285714285714,15.192298136645965,3.714285714285714,5.095238095238095,0.0,0.0,0.0,0.545,0.5128865979381443,0.1255952380952381,30.142857142857142
Brandon Williams,DAL,G,13.654375155279508,2.1591428571428573,3.026571428571428,13.792298136645964,2.1809523809523808,3.0571428571428565,0.0,0.0,0.0,0.677,0.6267123287671232,0.0803968253968254,19.295238095238098
Kyle Kuzma,MIL,F,14.092861118012422,4.978285714285714,2.3288571428571427,14.235213250517598,5.028571428571428,2.352380952380952,0.0,0.0,0.0,0.557,0.5380434782608695,0.1336111111111111,32.06666666666666
Rudy Gobert,MIN,C,18.46402881987578,11.691428571428572,1.7537142857142858,18.650534161490683,11.80952380952381,1.7714285714285714,0.0,0.0,0.0,0.726,0.7222222222222222,0.1377777777777778,33.06666666666667
Paul George,PHI,F-G,15.187559254658389,4.865142857142857,3.809142857142858,15.340968944099382,4.914285714285714,3.847619047619048,0.0,0.0,0.0,0.561,0.5368421052631579,0.1384126984126984,33.21904761904762
Malik Beasley,DET,G,14.622976397515528,2.121428571428572,1.5934285714285714,14.770683229813663,2.1428571428571432,1.6095238095238094,0.0,0.0,0.0,0.534,0.5101522842639594,0.1218650793650793,29.24761904761905
Amen Thompson,HOU,G,15.945239254658384,8.542285714285715,5.242285714285713,16.10630227743271,8.628571428571428,5.295238095238094,0.0,0.0,0.0,0.601,0.603448275862069,0.145,34.8
Deandre Ayton,POR,C,14.602020372670813,9.947142857142858,1.866857142857143,14.749515527950315,10.047619047619047,1.8857142857142857,0.0,0.0,0.0,0.579,0.5617977528089888,0.1256349206349206,30.152380952380955
Brook Lopez,MIL,C,16.264810434782618,5.336571428571429,1.9328571428571428,16.429101449275368,5.390476190476191,1.9523809523809523,0.0,0.0,0.0,0.653,0.6369426751592356,0.1331349206349206,31.95238095238096
Chet Holmgren,OKC,F-C,14.613203478260877,7.533428571428571,1.9705714285714284,14.760811594202904,7.609523809523809,1.9904761904761905,0.0,0.0,0.0,0.584,0.5401234567901234,0.1160714285714285,27.857142857142858
Matas Buzelis,CHI,F,15.037046459627334,4.752000000000001,1.8102857142857145,15.188935817805389,4.800000000000001,1.8285714285714287,0.0,0.0,0.0,0.632,0.60828025477707,0.1144047619047619,27.45714285714286
Mark Williams,CHO,C,18.472047204968952,10.739142857142856,2.7060000000000004,18.65863354037268,10.847619047619048,2.733333333333334,0.0,0.0,0.0,0.689,0.6524822695035462,0.1203174603174603,28.87619047619048
Kevin Huerter,CHI,G,12.74637913043478,3.205714285714286,3.224571428571429,12.875130434782603,3.238095238095238,3.2571428571428576,0.0,0.0,0.0,0.588,0.5828729281767956,0.1247619047619047,29.94285714285714
Dyson Daniels,ATL,G,14.415679006211182,6.864000000000002,5.2045714285714295,14.56129192546584,6.933333333333335,5.257142857142858,0.0,0.0,0.0,0.578,0.5738636363636364,0.1400396825396825,33.60952380952381
De'Andre Hunter,CLE,F,14.87105440993789,4.195714285714287,1.3577142857142857,15.021267080745345,4.238095238095238,1.3714285714285714,0.0,0.0,0.0,0.601,0.573170731707317,0.1067460317460317,25.61904761904762
Russell Westbrook,DEN,G,11.357575155279502,4.884,5.864571428571429,11.472298136645962,4.933333333333333,5.923809523809524,0.0,0.0,0.0,0.481,0.4447236180904522,0.120079365079365,28.81904761904762
Jalen Duren,DET,C,16.246002484472058,11.106857142857145,3.149142857142857,16.410103519668745,11.21904761904762,3.1809523809523808,0.0,0.0,0.0,0.68,0.6744186046511628,0.1149206349206349,27.580952380952382
Tobias Harris,DET,F,14.92592049689441,5.7608571428571445,2.008285714285714,15.076687370600414,5.819047619047621,2.0285714285714285,0.0,0.0,0.0,0.593,0.5555555555555556,0.1296031746031746,31.104761904761908
Caris LeVert,ATL,G-F,13.562975403726709,3.479142857142857,2.894571428571428,13.699975155279503,3.514285714285714,2.923809523809523,0.0,0.0,0.0,0.576,0.5484848484848485,0.1068650793650793,25.64761904761905
Harrison Barnes,SAS,F,15.837540372670812,3.1962857142857146,1.621714285714286,15.997515527950316,3.2285714285714286,1.6380952380952385,0.0,0.0,0.0,0.685,0.6524822695035462,0.1071825396825396,25.723809523809525
Jakob Poeltl,TOR,C,16.124726459627333,7.986,2.781428571428572,16.287602484472053,8.066666666666666,2.8095238095238093,0.0,0.0,0.0,0.681,0.6631205673758865,0.1103571428571428,26.485714285714288
Kyle Filipowski,UTA,F-C,13.602083478260871,8.316,1.9422857142857144,13.739478260869566,8.4,1.961904761904762,0.0,0.0,0.0,0.567,0.5446428571428571,0.1076190476190476,25.82857142857143
Bobby Portis,MIL,F,13.420612173913046,9.013714285714286,2.328857142857143,13.55617391304348,9.104761904761904,2.3523809523809525,0.0,0.0,0.0,0.546,0.5138888888888888,0.108531746031746,26.047619047619047
Jabari Smith Jr.,HOU,F,13.479889192546583,7.59,1.1314285714285717,13.616049689440992,7.666666666666666,1.1428571428571428,0.0,0.0,0.0,0.597,0.5632911392405063,0.1209920634920634,29.038095238095234
Jarrett Allen,CLE,C-F,17.000419378881986,8.721428571428572,1.8480000000000003,17.17214078674948,8.80952380952381,1.8666666666666671,0.0,0.0,0.0,0.724,0.7310924369747899,0.1134126984126984,27.219047619047625
Toumani Camara,POR,F,13.214692173913049,5.317714285714287,2.574,13.348173913043482,5.371428571428572,2.6,0.0,0.0,0.0,0.574,0.5680473372781065,0.1417460317460318,34.019047619047626
Brice Sensabaugh,UTA,F,15.253460869565222,3.4508571428571435,1.923428571428572,15.40753623188406,3.485714285714286,1.9428571428571428,0.0,0.0,0.0,0.679,0.6631205673758865,0.0979761904761904,23.51428571428572
Payton Pritchard,BOS,G,14.177783850931675,4.054285714285714,3.4131428571428573,14.320993788819877,4.095238095238095,3.447619047619048,0.0,0.0,0.0,0.585,0.5769230769230769,0.1224206349206349,29.38095238095238
Tim Hardaway Jr.,DET,G,12.70112198757764,2.4891428571428573,1.5557142857142856,12.829416149068322,2.5142857142857142,1.5714285714285714,0.0,0.0,0.0,0.594,0.5480769230769231,0.1154761904761904,27.714285714285715
Obi Toppin,IND,F,14.32618136645963,4.139142857142859,1.838571428571429,14.47089026915114,4.180952380952382,1.8571428571428568,0.0,0.0,0.0,0.67,0.6595744680851063,0.0883333333333333,21.200000000000003
Justin Edwards,PHI,G,11.163805714285717,3.648857142857143,1.857428571428572,11.276571428571431,3.685714285714286,1.8761904761904764,0.0,0.0,0.0,0.529,0.5111731843575419,0.1227380952380952,29.45714285714286
Keon Johnson,BRK,G,12.362021366459627,3.978857142857143,2.8097142857142847,12.486890269151138,4.019047619047619,2.8380952380952373,0.0,0.0,0.0,0.572,0.5493827160493827,0.108531746031746,26.047619047619047
Moritz Wagner,ORL,F-C,14.443325217391308,5.053714285714286,1.6122857142857143,14.58921739130435,5.104761904761905,1.6285714285714288,0.0,0.0,0.0,0.642,0.6287878787878788,0.0791666666666666,19.0
