Player,Team,Position,PTS_final,REB_final,AST_final,PTS_adj,REB_adj,AST_adj,PTS_bonus,REB_bonus,AST_bonus,TS%,eFG%,USG_proxy,MPG,PTS_playoff_x,REB_playoff_x,AST_playoff_x,MPG_playoff_x,PTS_playoff_y,REB_playoff_y,AST_playoff_y,MPG_playoff_y,PTS_playoff,REB_playoff,AST_playoff,MPG_playoff
Josh Hart,NYK,G,10.94480049689441,9.051428571428572,6.477428571428572,12.522276790062113,8.494321428571428,6.054561428571429,0.0,0.0,0.0,0.531,0.5111940298507462,0.1552380952380952,7.963714285714286,13.0,7.0,6.0,,10.0,7.0,5.0,,15.0,7.0,6.0,
Jalen Wilson,BRK,F,9.042377142857148,3.3754285714285714,1.7160000000000006,4.4513156571428585,1.6616314285714284,0.8447400000000003,0.0,0.0,0.0,0.552,0.5120967741935484,0.0925793650793651,4.74932142857143,,,,,,,,,,,,
Sandro Mamukelashvili,SAS,C-F,9.236654906832303,4.101428571428572,1.056,4.546953301863356,2.01902142857143,0.5198400000000001,0.0,0.0,0.0,0.607,0.5826086956521739,0.0638492063492063,3.2754642857142855,,,,,,,,,,,,
Kelly Olynyk,NOP,C-F,10.00104149068323,4.8745714285714286,3.460285714285715,4.923239970186335,2.399618571428572,1.7034042857142857,0.0,0.0,0.0,0.591,0.5373831775700935,0.0993650793650793,5.097428571428571,,,,,,,,,,,,
Nick Richards,PHO,F-C,10.611422608695657,7.599428571428572,0.5185714285714287,5.223713947826088,3.7409914285714287,0.25527857142857135,0.0,0.0,0.0,0.642,0.6181818181818182,0.0913492063492063,4.686214285714286,,,,,,,,,,,,
KJ Simpson,CHO,G,7.178930683229816,3.347142857142857,3.4131428571428577,3.533991786335405,1.6477071428571426,1.6801971428571427,0.0,0.0,0.0,0.457,0.4308176100628931,0.1107936507936508,5.683714285714287,,,,,,,,,,,,
Cason Wallace,OKC,G,10.710398012422363,3.234,2.668285714285714,5.677736839751554,1.81731,1.6514742857142852,0.0,0.0,0.0,0.636,0.6238938053097345,0.1152777777777777,5.91375,2.0,2.0,3.0,,5.0,2.0,3.0,,,,,
Andrew Nembhard,IND,G,8.778377142857146,3.5922857142857145,4.818,12.986405657142857,4.1089842857142855,4.79502,0.0,0.0,0.0,0.529,0.4961538461538461,0.1249206349206349,6.408428571428572,17.0,4.0,5.0,,17.0,3.0,6.0,,15.0,6.0,6.0,
Wendell Carter Jr.,ORL,C,9.585610434782607,7.1657142857142855,1.4331428571428568,10.239334591304347,8.841935714285714,1.4654971428571426,0.0,0.0,0.0,0.567,0.5336134453781513,0.1117460317460317,5.73257142857143,4.0,13.0,0.0,,16.0,8.0,1.0,,12.0,10.0,1.0,
Gary Payton II,GSW,G,10.691999999999998,3.234,1.32,7.931929999999997,2.5099599999999995,1.86245,0.0,0.0,0.0,0.69,0.6875,0.0718650793650793,3.686678571428571,7.0,3.0,1.0,,0.0,1.0,1.0,,8.0,1.0,2.0,
Jaden Hardy,DAL,G,9.914003478260868,1.5557142857142856,1.5651428571428574,4.880393530434782,0.7658357142857142,0.770477142857143,0.0,0.0,0.0,0.572,0.5512820512820513,0.0693253968253968,3.5563928571428565,,,,,,,,,,,,
Ryan Rollins,MIL,G,9.505590559006215,2.3477142857142863,2.913428571428572,5.692592988819878,1.2610157142857144,1.7421514285714292,0.0,0.0,0.0,0.661,0.6421568627450981,0.0788095238095238,4.042928571428573,5.0,2.0,3.0,,,,,,,,,
Moses Moody,GSW,G,9.333744596273297,3.0831428571428576,1.5180000000000005,12.383297908074537,4.143047142857143,1.5099200000000004,0.0,0.0,0.0,0.517,0.4810606060606061,0.1117857142857143,5.734607142857142,7.0,2.0,1.0,,12.0,2.0,1.0,,25.0,9.0,2.0,
Tyus Jones,PHO,G,9.521053416149073,2.366571428571429,3.9411428571428577,4.686954931677018,1.1649985714285713,1.9401171428571433,0.0,0.0,0.0,0.608,0.5982905982905983,0.0908333333333333,4.65975,,,,,,,,,,,,
Max Christie,DAL,G,9.6419850931677,4.120285714285714,2.1214285714285714,4.746486298136646,2.028304285714286,1.0443214285714284,0.0,0.0,0.0,0.537,0.4833333333333333,0.1201984126984126,6.16617857142857,,,,,,,,,,,,
Alex Caruso,OKC,G,9.77977341614907,3.168,2.498571428571428,5.5943157316770185,1.95747,1.6205785714285716,0.0,0.0,0.0,0.642,0.5969387755102041,0.0811507936507936,4.163035714285714,0.0,3.0,4.0,,13.0,4.0,3.0,,,,,
Nickeil Alexander-Walker,MIN,G,9.947126459627327,3.7525714285714287,3.168,8.755249070807453,2.4199385714285713,2.64747,0.0,0.0,0.0,0.568,0.5136363636363637,0.1090079365079365,5.592107142857144,7.0,1.0,3.0,,4.0,2.0,3.0,,10.0,1.0,3.0,
Derrick Jones Jr.,LAC,F,10.620523229813664,2.866285714285714,0.6411428571428572,7.548793935403728,1.9915942857142857,0.3156171428571428,0.0,0.0,0.0,0.627,0.6067961165048543,0.0964285714285714,4.946785714285714,4.0,4.0,0.0,,6.0,2.0,0.0,,7.0,1.0,0.0,
Brandon Clarke,MEM,F,10.61120944099379,5.072571428571427,1.150285714285714,5.223609011180124,2.4970885714285704,0.5662542857142855,0.0,0.0,0.0,0.653,0.6326530612244898,0.0794841269841269,4.077535714285715,,,,,,,,,,,,
Jamison Battle,TOR,F,7.684859627329195,3.432000000000001,0.8674285714285714,3.7830468074534176,1.6894800000000003,0.4270114285714286,0.0,0.0,0.0,0.535,0.5267175572519084,0.0973412698412698,4.993607142857143,,,,,,,,,,,,
Terance Mann,ATL,G-F,9.826440745341614,2.9982857142857138,1.763142857142857,4.8372887850931665,1.4759742857142852,0.8679471428571427,0.0,0.0,0.0,0.614,0.5909090909090909,0.0926587301587301,4.753392857142858,,,,,,,,,,,,
Bruce Brown,NOP,G-F,7.833913043478261,4.073142857142858,2.423142857142857,3.8564217391304343,2.005097142857143,1.1928471428571428,0.0,0.0,0.0,0.525,0.496,0.1020238095238095,5.233821428571429,,,,,,,,,,,,
Grayson Allen,PHO,G,10.362442732919256,2.621142857142857,2.206285714285714,5.101147945341616,1.2903171428571427,1.0860942857142855,0.0,0.0,0.0,0.622,0.58,0.0941666666666666,4.83075,,,,,,,,,,,,
Lonzo Ball,CHI,G,7.750384099378883,3.582857142857143,2.998285714285715,3.815302718012422,1.7637428571428573,1.4759742857142857,0.0,0.0,0.0,0.516,0.4923664122137404,0.1002380952380952,5.142214285714285,,,,,,,,,,,,
Buddy Hield,GSW,G-F,9.760424347826088,3.168,1.386,8.460090713043478,2.9521699999999997,1.4422900000000003,0.0,0.0,0.0,0.574,0.5470085470085471,0.089563492063492,4.594607142857143,2.0,1.0,0.0,,5.0,4.0,1.0,,4.0,2.0,1.0,
Zach Edey,MEM,C,9.79266186335404,9.372,1.159714285714286,5.271260362732919,5.507429999999999,0.8035457142857145,0.0,0.0,0.0,0.636,0.6,0.0949603174603174,4.871464285714286,4.0,9.0,1.0,,4.0,7.0,3.0,,,,,
Alec Burks,MIA,G,9.260004968944102,2.630571428571429,1.1220000000000003,4.874347900621121,1.4002585714285711,0.6576300000000003,0.0,0.0,0.0,0.624,0.6146788990825688,0.0773015873015873,3.96557142857143,6.0,2.0,2.0,,,,,,,,,
Tyrese Martin,BRK,G,8.223222857142861,3.3660000000000005,2.6965714285714286,4.048068342857144,1.65699,1.327448571428571,0.0,0.0,0.0,0.529,0.5118110236220472,0.0958730158730158,4.918285714285715,,,,,,,,,,,,
Marcus Smart,WAS,G,8.991774409937886,1.9894285714285715,2.8851428571428563,4.42640531180124,0.9793414285714281,1.4202771428571426,0.0,0.0,0.0,0.563,0.5321100917431193,0.0801190476190476,4.110107142857141,,,,,,,,,,,,
Kentavious Caldwell-Pope,ORL,G,10.495492173913044,2.687142857142857,1.6971428571428568,8.862544556521739,2.8234071428571434,1.7907571428571427,0.0,0.0,0.0,0.698,0.6774193548387096,0.1190873015873015,6.109178571428572,6.0,4.0,2.0,,3.0,4.0,0.0,,8.0,3.0,1.0,
Eric Gordon,PHI,G-F,9.195562732919257,1.3954285714285717,2.0460000000000003,4.526724745341616,0.6869314285714287,1.00719,0.0,0.0,0.0,0.67,0.648936170212766,0.0904365079365079,4.639392857142856,,,,,,,,,,,,
Richaun Holmes,WAS,C-F,10.113085714285711,6.166285714285715,1.499142857142857,4.978396285714286,3.035494285714286,0.7379871428571426,0.0,0.0,0.0,0.713,0.6538461538461539,0.075595238095238,3.878035714285714,,,,,,,,,,,,
Luke Kornet,BOS,C-F,9.61878260869565,5.742,1.612285714285714,7.2103643478260855,4.149279999999999,1.4436842857142858,0.0,0.0,0.0,0.7,0.6976744186046512,0.0857539682539682,4.399178571428571,2.0,1.0,0.0,,2.0,2.0,0.0,,9.0,4.0,2.0,
Chris Paul,SAS,G,8.49712695652174,3.0171428571428573,5.836285714285713,4.1829038608695654,1.4852571428571428,2.8730442857142853,0.0,0.0,0.0,0.597,0.5879629629629629,0.1084523809523809,5.563607142857142,,,,,,,,,,,,
DaQuan Jeffries,CHO,G-F,7.37593043478261,3.0925714285714285,1.3011428571428572,3.6309693913043475,1.5223885714285716,0.6405171428571429,0.0,0.0,0.0,0.54,0.521551724137931,0.1099603174603174,5.640964285714287,,,,,,,,,,,,
Dereck Lively II,DAL,C,10.851088695652177,7.222285714285714,2.281714285714286,5.341695026086958,3.5553342857142853,1.1232257142857143,0.0,0.0,0.0,0.728,0.7195121951219512,0.0944047619047619,4.842964285714284,,,,,,,,,,,,
Keon Ellis,SAC,G,11.052384596273292,3.1020000000000003,1.9422857142857144,5.440787508074534,1.5270299999999999,0.9561342857142854,0.0,0.0,0.0,0.711,0.6904761904761905,0.1196031746031745,6.135642857142857,,,,,,,,,,,,
Mike Conley,MIN,G,9.409812670807456,2.451428571428571,4.723714285714285,7.406044146583851,2.8747214285714286,3.593305714285714,0.0,0.0,0.0,0.632,0.6052631578947368,0.1048809523809523,5.380392857142858,9.0,3.0,3.0,,0.0,6.0,1.0,,8.0,4.0,3.0,
Kai Jones,DAL,F-C,10.190334409937888,3.950571428571428,0.7448571428571429,5.016423711801241,1.9447585714285713,0.3666728571428572,0.0,0.0,0.0,0.856,0.8602941176470589,0.058095238095238,2.980285714285715,,,,,,,,,,,,
Brandon Boston Jr.,NOP,G-F,8.704916273291927,2.7060000000000004,1.159714285714286,4.285192874534162,1.33209,0.5708957142857146,0.0,0.0,0.0,0.533,0.5,0.0839285714285714,4.305535714285714,,,,,,,,,,,,
Kessler Edwards,DAL,F,7.765289440993789,4.110857142857143,1.395428571428572,3.8226402111801243,2.0236628571428574,0.6869314285714287,0.0,0.0,0.0,0.655,0.6382978723404256,0.0890079365079365,4.566107142857142,,,,,,,,,,,,
Chris Boucher,TOR,F,9.651577639751554,4.506857142857144,0.6505714285714288,4.751208447204969,2.2186028571428573,0.32025857142857145,0.0,0.0,0.0,0.6,0.58,0.0688492063492063,3.531964285714286,,,,,,,,,,,,
Jarace Walker,IND,F,8.27546534161491,2.790857142857143,1.433142857142857,6.211735893167703,3.127112857142858,1.1554971428571428,0.0,0.0,0.0,0.699,0.6875,0.0624206349206349,3.202178571428572,3.0,5.0,0.0,,3.0,4.0,0.0,,0.0,2.0,0.0,
Patrick Williams,CHI,F,8.326527204968944,3.309428571428572,1.6782857142857146,4.098922255900621,1.6291414285714287,0.8261742857142859,0.0,0.0,0.0,0.568,0.5566037735849056,0.0952777777777777,4.88775,,,,,,,,,,,,
Donovan Clingan,POR,C,7.957812670807452,9.702,1.6782857142857144,3.91741414658385,4.77603,0.8261742857142859,0.0,0.0,0.0,0.563,0.545,0.1069047619047618,5.484214285714285,,,,,,,,,,,,
Tidjane Salaün,CHO,F,7.287580621118015,5.459142857142858,1.5274285714285718,3.587477187577641,2.6873871428571436,0.7519114285714287,0.0,0.0,0.0,0.564,0.5306122448979592,0.0949603174603174,4.871464285714286,,,,,,,,,,,,
Jeremiah Robinson-Earl,NOP,F,7.901552795031057,4.704857142857144,1.508571428571429,3.8897189440993793,2.3160728571428577,0.7426285714285713,0.0,0.0,0.0,0.625,0.6,0.0851587301587301,4.368642857142858,,,,,,,,,,,,
Cam Whitmore,HOU,F,9.852824347826092,2.809714285714286,1.1974285714285715,4.850276713043481,1.443145714285714,0.5894614285714284,0.0,0.0,0.0,0.651,0.6333333333333333,0.0631349206349206,3.23882142857143,,,,,0.0,1.0,0.0,,0.0,0.0,0.0,
Noah Clowney,BRK,F,7.067968695652174,4.176857142857142,0.905142857142857,3.479368226086956,2.0561528571428562,0.44557714285714267,0.0,0.0,0.0,0.443,0.3961538461538461,0.1039285714285714,5.331535714285713,,,,,,,,,,,,
Collin Gillespie,PHO,G,6.469606956521739,2.9794285714285715,2.913428571428571,3.1848110608695643,1.4666914285714276,1.4342014285714282,0.0,0.0,0.0,0.539,0.5178571428571429,0.0722619047619047,3.7070357142857135,,,,,,,,,,,,
Quinten Post,GSW,F,8.883977142857143,3.3754285714285714,1.1974285714285715,8.293339657142857,2.934281428571429,1.1521114285714287,0.0,0.0,0.0,0.598,0.5891089108910891,0.0737698412698412,3.784392857142857,0.0,1.0,1.0,,12.0,2.0,1.0,,5.0,2.0,0.0,
Taurean Prince,MIL,F,9.41914285714286,3.1962857142857146,1.716,4.996787142857143,2.078744285714286,1.39269,0.0,0.0,0.0,0.621,0.6105263157894737,0.1209126984126984,6.20282142857143,0.0,2.0,3.0,,6.0,0.0,4.0,,0.0,1.0,0.0,
Peyton Watson,DEN,G-F,6.864000000000002,3.5451428571428574,1.254,4.374860000000001,2.5904771428571434,0.92731,0.0,0.0,0.0,0.52,0.5047169811320755,0.1059523809523809,5.435357142857142,6.0,2.0,0.0,,3.0,4.0,1.0,,2.0,2.0,1.0,
Julian Strawther,DEN,F,7.89840447204969,2.347714285714286,1.2068571428571429,3.8881691105590064,1.1557157142857142,0.5941028571428572,0.0,0.0,0.0,0.523,0.504424778761062,0.0893650793650793,4.584428571428572,,,,,,,,,0.0,0.0,0.0,
Landry Shamet,NYK,G,7.629599999999999,1.5651428571428572,0.6411428571428573,3.8611439999999986,0.7704771428571429,0.31561714285714293,0.0,0.0,0.0,0.595,0.5931372549019608,0.0776984126984127,3.9859285714285715,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,
Jaylin Williams,OKC,F,9.013911055900625,6.100285714285716,2.913428571428572,4.911152578881986,3.3262542857142856,1.5921514285714287,0.0,0.0,0.0,0.731,0.7302631578947368,0.0752777777777777,3.861749999999999,9.0,5.0,3.0,,0.0,1.0,0.0,,,,,
Talen Horton-Tucker,CHI,G-F,7.121506583850934,1.499142857142857,1.2917142857142856,3.505723468322982,0.7379871428571426,0.6358757142857142,0.0,0.0,0.0,0.576,0.5222222222222223,0.0540873015873015,2.774678571428572,,,,,,,,,,,,
Jonathan Mogbo,TOR,F,6.042156521739131,5.742,3.1208571428571426,2.9743888695652174,2.8266299999999998,1.536312857142857,0.0,0.0,0.0,0.47,0.439516129032258,0.1025396825396825,5.260285714285713,,,,,,,,,,,,
Seth Curry,CHO,G,8.96224248447205,1.8574285714285712,1.4331428571428568,4.411867550310559,0.9143614285714284,0.7054971428571426,0.0,0.0,0.0,0.653,0.625,0.0778174603174603,3.992035714285715,,,,,,,,,,,,
Bol Bol,PHO,F-C,9.438278757763978,3.252857142857144,0.7920000000000001,4.646207224844721,1.601292857142857,0.38988000000000006,0.0,0.0,0.0,0.696,0.6785714285714286,0.0594047619047619,3.047464285714286,,,,,,,,,,,,
T.J. McConnell,IND,G,7.2654111801242225,2.564571428571428,4.667142857142856,11.265713776397513,2.867768571428571,4.450757142857142,0.0,0.0,0.0,0.53,0.5137614678899083,0.071547619047619,3.670392857142857,11.0,2.0,5.0,,6.0,5.0,4.0,,18.0,3.0,3.0,
Draymond Green,GSW,F,7.507438509316772,6.213428571428572,5.440285714285714,7.036307229813666,5.124601428571429,3.446054285714286,0.0,0.0,0.0,0.485,0.4568965517241379,0.1241666666666666,6.36975,4.0,6.0,3.0,,8.0,5.0,1.0,,7.0,1.0,1.0,
Kyle Anderson,MIA,F-G,7.22848397515528,3.846857142857143,2.6682857142857146,3.558385520496894,1.9463528571428572,1.3661742857142856,0.0,0.0,0.0,0.577,0.5463917525773195,0.0785714285714285,4.030714285714286,0.0,1.0,1.0,,,,,,,,,
Ajay Mitchell,OKC,G,8.418156521739133,2.1025714285714288,1.8762857142857143,4.407278869565219,1.0876885714285711,1.028944285714286,0.0,0.0,0.0,0.665,0.6280487804878049,0.0712698412698412,3.656142857142857,5.0,1.0,2.0,,,,,,,,,
Trey Lyles,SAC,F,7.407479254658385,4.818,1.4614285714285715,3.646500014906832,2.37177,0.7194214285714288,0.0,0.0,0.0,0.608,0.5795454545454546,0.0887301587301587,4.551857142857142,,,,,,,,,,,,
Josh Okogie,CHOPHO,G,6.520701614906834,2.5928571428571434,0.9522857142857144,3.209963567701864,1.2763928571428573,0.46878428571428565,0.0,0.0,0.0,0.544,0.4666666666666667,0.0673015873015873,3.452571428571429,,,,,,,,,,,,
Dalano Banton,POR,G-F,5.286231055900622,1.998857142857144,2.6117142857142865,2.602267378881988,0.9839828571428574,1.285675714285715,0.0,0.0,0.0,0.405,0.3602941176470588,0.0771031746031746,3.9553928571428574,,,,,,,,,,,,
Kenrich Williams,OKC,G-F,7.405200000000002,3.554571428571429,1.9894285714285715,3.961278,2.1710185714285717,1.0319914285714282,0.0,0.0,0.0,0.595,0.5885416666666666,0.0809126984126984,4.1508214285714295,6.0,8.0,1.0,,,,,,,,,
Jabari Walker,POR,F,8.595266086956524,4.195714285714287,0.6128571428571429,4.23121507826087,2.0654357142857145,0.3016928571428571,0.0,0.0,0.0,0.687,0.6710526315789473,0.061547619047619,3.1573928571428564,,,,,,,,,,,,
Gabe Vincent,LAL,G,7.938988322981366,1.4425714285714288,1.272857142857143,4.426097433540374,1.6101385714285716,1.2392428571428573,0.0,0.0,0.0,0.589,0.5816326530612245,0.0918650793650793,4.71267857142857,3.0,0.0,1.0,,6.0,0.0,1.0,,0.0,3.0,2.0,
Marcus Sasser,DET,G,8.50042285714286,1.2351428571428569,2.1497142857142864,4.184526342857144,0.6080271428571428,1.0582457142857145,0.0,0.0,0.0,0.683,0.6578947368421053,0.0539682539682539,2.768571428571428,,,,,,,,,,,,
Andre Drummond,PHI,C,6.679905093167704,7.014857142857143,1.1125714285714283,3.2883350981366464,3.4532228571428574,0.5476885714285714,0.0,0.0,0.0,0.541,0.5,0.0713492063492063,3.6602142857142854,,,,,,,,,,,,
Royce O'Neale,PHO,F,7.808693664596275,3.9882857142857135,2.262857142857143,3.8440069267080754,1.9633242857142856,1.1139428571428571,0.0,0.0,0.0,0.548,0.5476190476190477,0.0939682539682539,4.82057142857143,,,,,,,,,,,,
Ron Holland,DET,F,7.361008695652173,2.932285714285714,1.4520000000000002,3.6236238260869564,1.4434842857142856,0.71478,0.0,0.0,0.0,0.605,0.5802469135802469,0.0655555555555555,3.3629999999999995,,,,,,,,,,,,
Vit Krejci,ATL,G,11.78987925465839,2.790857142857144,2.328857142857143,5.803836014906834,1.3738628571428577,1.1464328571428568,0.0,0.0,0.0,0.838,0.8306451612903226,0.0866666666666666,4.446000000000001,,,,,,,,,,,,
Jaylen Wells,MEM,F,6.441567204968945,3.7337142857142864,1.6877142857142855,3.171007855900621,1.8380057142857147,0.8308157142857142,0.0,0.0,0.0,0.466,0.412037037037037,0.1043650793650793,5.353928571428571,,,,,,,,,,,,
Aaron Holiday,HOU,G,7.952811428571431,1.508571428571429,1.5934285714285712,6.164952171428572,0.8026285714285715,1.3444014285714285,0.0,0.0,0.0,0.639,0.6280487804878049,0.0607539682539682,3.116678571428572,,,,,0.0,1.0,1.0,,9.0,0.0,2.0,
Colby Jones,SACWAS,G,5.361315279503106,3.0077142857142856,1.7254285714285715,2.6392292944099385,1.480615714285714,0.8493814285714285,0.0,0.0,0.0,0.557,0.5232558139534884,0.0779761904761904,4.000178571428571,,,,,,,,,,,,
Luke Kennard,MEM,G,7.615006211180124,2.724857142857142,3.036,4.251909875776398,1.6793228571428567,1.6145399999999999,0.0,0.0,0.0,0.6,0.5842696629213483,0.0978174603174603,5.018035714285714,5.0,3.0,0.0,,4.0,3.0,2.0,,,,,
Day'Ron Sharpe,BRK,C,7.706733913043478,6.901714285714288,2.140285714285715,3.79381492173913,3.397525714285715,1.0536042857142862,0.0,0.0,0.0,0.569,0.5444444444444444,0.0807142857142857,4.140642857142858,,,,,,,,,,,,
Clint Capela,ATL,C,6.948250434782611,7.590000000000002,0.8674285714285713,3.4204341913043486,3.7363500000000007,0.4270114285714285,0.0,0.0,0.0,0.531,0.5161290322580645,0.0799206349206349,4.099928571428571,,,,,,,,,,,,
Isaac Okoro,CLE,G-F,7.209512049689444,2.508000000000001,0.8580000000000002,4.629046159006212,1.5499200000000006,0.4750200000000001,0.0,0.0,0.0,0.629,0.60625,0.0771825396825396,3.9594642857142865,0.0,2.0,1.0,,3.0,1.0,0.0,,,,,
Sam Merrill,CLE,G,7.294598757763973,2.6494285714285715,1.6782857142857146,5.616832024844719,1.7468914285714285,1.2467742857142856,0.0,0.0,0.0,0.58,0.5797872340425532,0.0889682539682539,4.56407142857143,6.0,1.0,4.0,,6.0,4.0,1.0,,,,,
Jaxson Hayes,LAL,F,9.135990559006212,5.402571428571428,1.0654285714285714,4.970048988819878,3.327488571428571,0.6744814285714285,0.0,0.0,0.0,0.687,0.7272727272727273,0.0873412698412698,4.480607142857142,1.0,3.0,0.0,,2.0,1.0,0.0,,,,,
Duop Reath,POR,C,5.515074782608696,2.960571428571428,0.8674285714285713,2.7149209043478257,1.457408571428571,0.4270114285714285,0.0,0.0,0.0,0.539,0.5106382978723404,0.0622222222222222,3.192,,,,,,,,,,,,
Josh Green,CHO,G-F,6.93496844720497,2.064857142857143,1.8197142857142856,3.413895831055901,1.0164728571428572,0.8957957142857141,0.0,0.0,0.0,0.528,0.5108695652173914,0.1097619047619047,5.630785714285714,,,,,,,,,,,,
Jamal Cain,NOP,F,5.797899130434784,2.244,0.66,2.854147617391306,1.10466,0.32489999999999997,0.0,0.0,0.0,0.574,0.54375,0.0578571428571428,2.968071428571428,,,,,,,,,,,,
Svi Mykhailiuk,UTA,G-F,6.681266086956522,2.3100000000000005,2.149714285714285,3.2890050782608684,1.13715,1.0582457142857145,0.0,0.0,0.0,0.476,0.4519230769230769,0.0826587301587301,4.240392857142857,,,,,,,,,,,,
Jonas Valančiūnas,SAC,C,7.979031055900621,6.185142857142858,1.3765714285714288,3.927859378881987,3.0447771428571433,0.6776485714285716,0.0,0.0,0.0,0.6,0.5454545454545454,0.0640873015873016,3.287678571428571,,,,,,,,,,,,
Caleb Houstan,ORL,G-F,8.057493167701864,1.772571428571429,0.8674285714285713,4.124434136645963,1.1278885714285716,0.47966142857142857,0.0,0.0,0.0,0.799,0.796875,0.0705952380952381,3.621535714285714,3.0,2.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
Cory Joseph,ORL,G,5.833744099378883,2.3477142857142863,2.2722857142857147,5.091793118012423,2.1657157142857146,3.0538842857142856,0.0,0.0,0.0,0.59,0.5670731707317073,0.0784523809523809,4.024607142857143,0.0,0.0,2.0,,7.0,1.0,3.0,,0.0,2.0,3.0,
Kris Dunn,LAC,G,6.835714285714286,3.328285714285714,2.347714285714286,7.941535714285714,2.1563742857142856,1.8283657142857144,0.0,0.0,0.0,0.575,0.5574712643678161,0.1036111111111111,5.31525,10.0,3.0,1.0,,5.0,6.0,2.0,,15.0,0.0,2.0,
Isaiah Stewart,DET,F-C,7.88002285714286,4.987714285714286,1.7631428571428571,3.9844203428571436,2.718565714285715,0.9205971428571431,0.0,0.0,0.0,0.674,0.6544117647058824,0.0807936507936508,4.144714285714287,2.0,5.0,1.0,,,,,,,,,
Jake LaRavia,SAC,F,5.75962732919255,3.2057142857142864,1.3011428571428574,2.83530745341615,1.5780857142857145,0.6405171428571429,0.0,0.0,0.0,0.562,0.5411764705882353,0.081547619047619,4.183392857142858,,,,,,,,,,,,
Amir Coffey,LAC,G,7.790131677018633,1.6688571428571428,0.942857142857143,3.834869366459627,0.8215328571428571,0.4641428571428572,0.0,0.0,0.0,0.555,0.5238095238095238,0.0894444444444444,4.5885,,,,,,,,,,,,
A.J. Green,MIL,G,7.495533913043479,2.5268571428571427,1.668857142857143,3.6898469217391305,1.2439028571428572,0.8215328571428573,0.0,0.0,0.0,0.634,0.6363636363636364,0.0976587301587301,5.009892857142858,,,,,,,,,,,,
Reed Sheppard,HOU,G,5.753888198757764,1.7442857142857142,1.499142857142857,2.8324822360248447,1.1086642857142857,0.9879871428571426,0.0,0.0,0.0,0.58,0.5714285714285714,0.0559523809523809,2.870357142857143,,,,,0.0,0.0,0.0,,0.0,1.0,1.0,
Jalen Smith,CHI,F,6.684283229813666,5.374285714285714,1.2445714285714289,3.290490335403727,2.6456142857142853,0.6126685714285715,0.0,0.0,0.0,0.516,0.4831460674157303,0.0596428571428571,3.059678571428572,,,,,,,,,,,,
Moussa Diabaté,CHO,F,7.737987577639751,4.789714285714286,0.7354285714285714,3.8092002484472047,2.3578457142857134,0.3620314285714286,0.0,0.0,0.0,0.66,0.639344262295082,0.0619444444444444,3.177749999999999,,,,,,,,,,,,
Mason Plumlee,PHO,C-F,7.171043478260871,5.855142857142858,1.6028571428571432,3.5301091304347834,2.882327142857143,0.7890428571428574,0.0,0.0,0.0,0.735,0.7021276595744681,0.0719444444444444,3.690750000000001,,,,,,,,,,,,
Oso Ighodaro,PHO,F,5.530685217391307,4.224,1.4991428571428576,2.722605495652175,2.07936,0.7379871428571428,0.0,0.0,0.0,0.634,0.6176470588235294,0.0873412698412698,4.480607142857144,,,,,,,,,,,,
Baylor Scheierman,BOS,G,5.103234782608697,2.1685714285714286,1.2634285714285711,3.2621833043478263,1.3175285714285714,0.6219514285714286,0.0,0.0,0.0,0.63,0.6180555555555556,0.0584126984126984,2.9965714285714276,,,,,,,,,3.0,1.0,0.0,
Pelle Larsson,MIA,G,5.027920993788822,1.895142857142858,1.4802857142857144,4.395108380124226,1.8029271428571432,1.1787042857142858,0.0,0.0,0.0,0.537,0.5066666666666667,0.0686111111111111,3.51975,0.0,0.0,0.0,,2.0,2.0,0.0,,,,,
Terry Rozier,MIA,G,5.997063354037269,2.904,2.2062857142857144,2.952190732919255,1.42956,1.0860942857142857,0.0,0.0,0.0,0.438,0.3958333333333333,0.0844047619047619,4.329964285714286,,,,,,,,,,,,
Vasilije Micić,CHOPHO,G,5.5177639751552805,1.9328571428571428,2.8474285714285714,2.7162447204968947,0.9514928571428571,1.4017114285714287,0.0,0.0,0.0,0.5,0.4583333333333333,0.0765079365079365,3.924857142857143,,,,,,,,,,,,
Jock Landale,HOU,C,5.661078260869564,3.281142857142857,0.8674285714285712,3.286794434782608,1.615217142857143,0.4270114285714284,0.0,0.0,0.0,0.63,0.6194029850746269,0.0551587301587301,2.8296428571428565,,,,,,,,,2.0,0.0,0.0,
Dalen Terry,CHI,G,5.495955279503107,2.187428571428572,1.7348571428571429,2.705508894409938,1.0768114285714285,0.8540228571428572,0.0,0.0,0.0,0.554,0.5266666666666666,0.0637301587301587,3.269357142857143,,,,,,,,,,,,
Cameron Payne,NYK,G,4.567527950310559,1.4614285714285715,3.083142857142857,3.485569440993789,1.2694214285714287,1.9703971428571427,0.0,0.0,0.0,0.45,0.4438775510204081,0.0670238095238095,3.438321428571428,14.0,0.0,1.0,,0.0,0.0,0.0,,2.0,1.0,1.0,
Haywood Highsmith,MIA,F,5.3291269565217405,3.950571428571429,1.923428571428572,4.3119338608695665,2.9806585714285716,1.1121514285714285,0.0,0.0,0.0,0.511,0.5060240963855421,0.1063095238095238,5.453678571428571,7.0,6.0,2.0,,17.0,2.0,1.0,,,,,
