Player,Team,Position,PTS_final,REB_final,AST_final,PTS_adj,REB_adj,AST_adj,PTS_bonus,REB_bonus,AST_bonus,TS%,eFG%,USG_proxy,MPG,PTS_playoff_x,REB_playoff_x,AST_playoff_x,MPG_playoff_x,PTS_playoff_y,REB_playoff_y,AST_playoff_y,MPG_playoff_y,PTS_playoff,REB_playoff,AST_playoff,MPG_playoff
Aaron Nesmith,IND,G-F,17.402912795031057,4.29,1.0654285714285716,16.74552934409938,6.297750000000001,1.3944814285714286,0.0,0.0,0.0,0.701,0.6677852348993288,0.1138095238095238,5.838428571428574,7.0,6.0,0.0,,16.0,2.0,2.0,,19.0,12.0,3.0,
P.J. Washington,DAL,F,16.28361838509317,7.156285714285714,2.328857142857143,8.015981232298136,3.522844285714285,1.1464328571428568,0.0,0.0,0.0,0.589,0.5625,0.1307539682539682,6.70767857142857,,,,,,,,,,,,
Malik Monk,SAC,G,15.040375155279506,3.677142857142857,5.044285714285714,7.403966496894411,1.8101571428571426,2.4831642857142864,0.0,0.0,0.0,0.545,0.5128865979381443,0.1255952380952381,6.443035714285714,,,,,,,,,,,,
Brandon Williams,DAL,G,13.654375155279508,2.1591428571428573,3.026571428571428,6.721676496894407,1.062887142857143,1.4898985714285709,0.0,0.0,0.0,0.677,0.6267123287671232,0.0803968253968254,4.124357142857143,,,,,,,,,,,,
Kyle Kuzma,MIL,F,14.092861118012422,4.978285714285714,2.3288571428571427,9.35753117763975,3.880674285714285,1.3564328571428568,0.0,0.0,0.0,0.557,0.5380434782608695,0.1336111111111111,6.854249999999998,0.0,0.0,0.0,,12.0,3.0,1.0,,5.0,5.0,0.0,
Rudy Gobert,MIN,C,18.46402881987578,11.691428571428572,1.7537142857142858,17.054637823602487,13.931271428571428,0.9159557142857143,0.0,0.0,0.0,0.726,0.7222222222222222,0.1377777777777778,7.068,2.0,6.0,1.0,,6.0,6.0,0.0,,27.0,24.0,0.0,
Paul George,PHI,F-G,15.187559254658389,4.865142857142857,3.809142857142858,7.476421214906834,2.394977142857142,1.875137142857143,0.0,0.0,0.0,0.561,0.5368421052631579,0.1384126984126984,7.10057142857143,,,,,,,,,,,,
Malik Beasley,DET,G,14.622976397515528,2.121428571428572,1.5934285714285714,13.24149247204969,2.314921428571429,1.0997014285714284,0.0,0.0,0.0,0.534,0.5101522842639594,0.1218650793650793,6.251678571428572,20.0,4.0,2.0,,9.0,1.0,1.0,,10.0,1.0,0.0,
Amen Thompson,HOU,G,15.945239254658384,8.542285714285715,5.242285714285713,17.730606414906834,7.588984285714284,4.1265342857142855,0.0,0.0,0.0,0.601,0.603448275862069,0.145,7.4385,8.0,9.0,6.0,,11.0,1.0,3.0,,25.0,6.0,3.0,
Deandre Ayton,POR,C,14.602020372670813,9.947142857142858,1.866857142857143,7.188176392546588,4.896707142857142,0.9190028571428572,0.0,0.0,0.0,0.579,0.5617977528089888,0.1256349206349206,6.44507142857143,,,,,,,,,,,,
Brook Lopez,MIL,C,16.264810434782618,5.336571428571429,1.9328571428571428,10.360572591304354,3.0476485714285717,1.161492857142857,0.0,0.0,0.0,0.653,0.6369426751592356,0.1331349206349206,6.82982142857143,9.0,4.0,0.0,,8.0,1.0,1.0,,2.0,0.0,0.0,
Chet Holmgren,OKC,F-C,14.613203478260877,7.533428571428571,1.9705714285714284,9.394031530434782,4.895001428571429,1.0753585714285712,0.0,0.0,0.0,0.584,0.5401234567901234,0.1160714285714285,5.954464285714286,19.0,10.0,2.0,,20.0,11.0,0.0,,,,,
Matas Buzelis,CHI,F,15.037046459627334,4.752000000000001,1.8102857142857145,7.402327870807458,2.33928,0.8911542857142858,0.0,0.0,0.0,0.632,0.60828025477707,0.1144047619047619,5.868964285714287,,,,,,,,,,,,
Mark Williams,CHO,C,18.472047204968952,10.739142857142856,2.7060000000000004,9.093285055900626,5.286587142857144,1.3320900000000002,0.0,0.0,0.0,0.689,0.6524822695035462,0.1203174603174603,6.172285714285716,,,,,,,,,,,,
Kevin Huerter,CHI,G,12.74637913043478,3.205714285714286,3.224571428571429,6.2746948173913015,1.5780857142857143,1.5873685714285717,0.0,0.0,0.0,0.588,0.5828729281767956,0.1247619047619047,6.400285714285712,,,,,,,,,,,,
Dyson Daniels,ATL,G,14.415679006211182,6.864000000000002,5.2045714285714295,7.0964456198757775,3.378960000000001,2.5620685714285716,0.0,0.0,0.0,0.578,0.5738636363636364,0.1400396825396825,7.184035714285713,,,,,,,,,,,,
De'Andre Hunter,CLE,F,14.87105440993789,4.195714285714287,1.3577142857142857,10.890614511801243,2.5533857142857146,0.8710157142857143,0.0,0.0,0.0,0.601,0.573170731707317,0.1067460317460317,5.47607142857143,0.0,3.0,1.0,,12.0,3.0,0.0,,,,,
Russell Westbrook,DEN,G,11.357575155279502,4.884,5.864571428571429,12.47077449689441,3.3154600000000007,3.3549185714285716,0.0,0.0,0.0,0.481,0.4447236180904522,0.120079365079365,6.16007142857143,15.0,8.0,3.0,,14.0,4.0,1.0,,21.0,1.0,1.0,
Jalen Duren,DET,C,16.246002484472058,11.106857142857145,3.149142857142857,12.236013950310564,12.613502857142858,3.9281871428571433,0.0,0.0,0.0,0.68,0.6744186046511628,0.1149206349206349,5.895428571428571,7.0,6.0,3.0,,12.0,13.0,2.0,,9.0,14.0,6.0,
Tobias Harris,DET,F,14.92592049689441,5.7608571428571445,2.008285714285714,16.51387359006211,7.131812857142856,1.5486242857142858,0.0,0.0,0.0,0.593,0.5555555555555556,0.1296031746031746,6.648642857142857,25.0,6.0,0.0,,15.0,13.0,1.0,,17.0,8.0,2.0,
Caris LeVert,ATL,G-F,13.562975403726709,3.479142857142857,2.894571428571428,6.676682891925465,1.7126871428571424,1.424918571428571,0.0,0.0,0.0,0.576,0.5484848484848485,0.1068650793650793,5.48217857142857,,,,,,,,,,,,
Harrison Barnes,SAS,F,15.837540372670812,3.1962857142857146,1.621714285714286,7.796389192546587,1.5734442857142856,0.7983257142857145,0.0,0.0,0.0,0.685,0.6524822695035462,0.1071825396825396,5.498464285714286,,,,,,,,,,,,
Jakob Poeltl,TOR,C,16.124726459627333,7.986,2.781428571428572,7.9377630708074545,3.9312900000000006,1.3692214285714286,0.0,0.0,0.0,0.681,0.6631205673758865,0.1103571428571428,5.66132142857143,,,,,,,,,,,,
Kyle Filipowski,UTA,F-C,13.602083478260871,8.316,1.9422857142857144,6.695934730434782,4.0937399999999995,0.9561342857142858,0.0,0.0,0.0,0.567,0.5446428571428571,0.1076190476190476,5.520857142857144,,,,,,,,,,,,
Bobby Portis,MIL,F,13.420612173913046,9.013714285714286,2.328857142857143,14.097201356521742,8.528405714285714,1.8564328571428572,0.0,0.0,0.0,0.546,0.5138888888888888,0.108531746031746,5.567678571428571,4.0,8.0,0.0,,28.0,12.0,1.0,,14.0,10.0,2.0,
Jabari Smith Jr.,HOU,F,13.479889192546583,7.59,1.1314285714285717,10.164931816149068,5.1522499999999996,1.0069714285714286,0.0,0.0,0.0,0.597,0.5632911392405063,0.1209920634920634,6.206892857142856,11.0,6.0,0.0,,5.0,5.0,0.0,,7.0,2.0,0.0,
Jarrett Allen,CLE,C-F,17.000419378881986,8.721428571428572,1.8480000000000003,11.640642812422362,7.152471428571429,1.3223700000000003,0.0,0.0,0.0,0.724,0.7310924369747899,0.1134126984126984,5.818071428571429,12.0,11.0,1.0,,9.0,8.0,1.0,,,,,
Toumani Camara,POR,F,13.214692173913049,5.317714285714287,2.574,6.505232556521738,2.6177657142857145,1.2671100000000002,0.0,0.0,0.0,0.574,0.5680473372781065,0.1417460317460318,7.27157142857143,,,,,,,,,,,,
Brice Sensabaugh,UTA,F,15.253460869565222,3.4508571428571435,1.923428571428572,7.5088627826086976,1.698762857142857,0.9468514285714285,0.0,0.0,0.0,0.679,0.6631205673758865,0.0979761904761904,5.026178571428572,,,,,,,,,,,,
Payton Pritchard,BOS,G,14.177783850931675,4.054285714285714,3.4131428571428573,11.319686322981367,3.0758142857142863,2.388147142857143,0.0,0.0,0.0,0.585,0.5769230769230769,0.1224206349206349,6.280178571428572,19.0,0.0,3.0,,14.0,3.0,0.0,,10.0,3.0,1.0,
Tim Hardaway Jr.,DET,G,12.70112198757764,2.4891428571428573,1.5557142857142856,11.352765960248448,2.940637142857143,1.5284857142857142,0.0,0.0,0.0,0.594,0.5480769230769231,0.1154761904761904,5.923928571428572,19.0,2.0,1.0,,0.0,1.0,1.0,,8.0,5.0,2.0,
Obi Toppin,IND,F,14.32618136645963,4.139142857142859,1.838571428571429,10.988288372670809,2.6702371428571436,1.4177285714285712,0.0,0.0,0.0,0.67,0.6595744680851063,0.0883333333333333,4.5315,6.0,1.0,1.0,,7.0,3.0,1.0,,5.0,1.0,1.0,
Justin Edwards,PHI,G,11.163805714285717,3.648857142857143,1.857428571428572,5.4956370857142876,1.7962328571428572,0.9143614285714288,0.0,0.0,0.0,0.529,0.5111731843575419,0.1227380952380952,6.296464285714286,,,,,,,,,,,,
Keon Johnson,BRK,G,12.362021366459627,3.978857142857143,2.8097142857142847,6.085485972670805,1.9586828571428572,1.3831457142857138,0.0,0.0,0.0,0.572,0.5493827160493827,0.108531746031746,5.567678571428571,,,,,,,,,,,,
Moritz Wagner,ORL,F-C,14.443325217391308,5.053714285714286,1.6122857142857143,7.110055095652175,2.4878057142857144,0.7936842857142858,0.0,0.0,0.0,0.642,0.6287878787878788,0.0791666666666666,4.06125,,,,,,,,,,,,
Kevin Porter Jr.,MIL,G,12.73590111801242,4.261714285714287,3.9222857142857146,13.641336777639749,3.9211757142857135,5.024084285714286,0.0,0.0,0.0,0.597,0.5413793103448276,0.0898015873015873,4.606821428571431,12.0,5.0,5.0,,9.0,1.0,3.0,,11.0,3.0,7.0,
Jeff Dowtin,PHI,G,11.695544347826088,1.7442857142857144,2.3477142857142854,5.75739751304348,0.8586642857142859,1.1557157142857142,0.0,0.0,0.0,0.649,0.6312056737588653,0.0809523809523809,4.152857142857143,,,,,,,,,,,,
Jerami Grant,POR,F,11.551639751552797,3.4320000000000004,2.064857142857143,5.686557204968944,1.6894800000000003,1.0164728571428572,0.0,0.0,0.0,0.505,0.4396551724137931,0.1346031746031746,6.905142857142858,,,,,,,,,,,,
Gary Trent Jr.,MIL,G,13.40201739130435,2.055428571428572,1.3482857142857143,16.724547652173914,2.4271314285714283,1.4790242857142857,0.0,0.0,0.0,0.588,0.5490196078431373,0.115079365079365,5.90357142857143,14.0,2.0,2.0,,4.0,1.0,1.0,,33.0,5.0,2.0,
Isaiah Joe,OKC,G,14.66656099378882,2.790857142857143,1.998857142857144,7.955847980124222,1.6665128571428571,1.1566328571428572,0.0,0.0,0.0,0.711,0.6954887218045113,0.0978968253968253,5.022107142857142,6.0,1.0,1.0,,7.0,4.0,2.0,,,,,
Aaron Wiggins,OKC,G,13.480430310559006,4.356,1.942285714285714,8.221698193788821,2.35494,1.0614342857142858,0.0,0.0,0.0,0.543,0.5287356321839081,0.1045238095238095,5.362071428571426,21.0,4.0,2.0,,8.0,0.0,0.0,,,,,
Jared Butler,PHI,G,10.78913888198758,2.328857142857144,4.912285714285715,5.311198822360248,1.1464328571428575,2.418184285714287,0.0,0.0,0.0,0.538,0.5087209302325582,0.105515873015873,5.412964285714286,,,,,,,,,,,,
Tristan Vukcevic,WAS,F-C,11.07319304347826,4.29,1.1785714285714284,5.451030939130434,2.1118500000000004,0.5801785714285714,0.0,0.0,0.0,0.567,0.5348101265822784,0.0732936507936507,3.759964285714285,,,,,,,,,,,,
Scotty Pippen Jr.,MEM,G,12.460144099378883,3.177428571428572,4.563428571428572,7.019089118012426,1.909461428571429,2.517051428571429,0.0,0.0,0.0,0.628,0.6007194244604317,0.0966666666666666,4.959,2.0,2.0,4.0,,13.0,4.0,1.0,,,,,
Scoot Henderson,POR,G,10.905003726708074,3.0077142857142856,4.686,5.368235925465838,1.480615714285714,2.30679,0.0,0.0,0.0,0.489,0.449438202247191,0.1114285714285714,5.716285714285715,,,,,,,,,,,,
Adem Bona,PHI,F-C,12.821643726708077,6.524571428571429,0.8014285714285714,6.311745525465841,3.211868571428571,0.39452142857142847,0.0,0.0,0.0,0.722,0.7094017094017094,0.0974999999999999,5.00175,,,,,,,,,,,,
Nick Smith Jr.,CHO,G,12.004555527950314,2.4891428571428573,3.356571428571429,5.909515289440996,1.2253371428571431,1.6523485714285717,0.0,0.0,0.0,0.558,0.5274390243902439,0.1114682539682539,5.71832142857143,,,,,,,,,,,,
Isaiah Collier,UTA,G,11.718435279503106,3.846857142857143,7.080857142857145,5.768666094409937,1.8937028571428574,3.4857128571428584,0.0,0.0,0.0,0.551,0.5066225165562914,0.1264285714285714,6.485785714285715,,,,,,,,,,,,
Rui Hachimura,LAL,F,14.530937142857146,4.469142857142858,1.254,17.487034057142857,4.513287142857143,0.8726099999999999,0.0,0.0,0.0,0.621,0.6076388888888888,0.1278968253968253,6.561107142857142,9.0,5.0,2.0,,11.0,5.0,0.0,,23.0,4.0,0.0,
Keegan Murray,SAC,F,12.670032298136649,5.930571428571429,1.395428571428572,6.237111354037266,2.919458571428572,0.6869314285714287,0.0,0.0,0.0,0.564,0.5568862275449101,0.1402380952380952,7.194214285714286,,,,,,,,,,,,
Keldon Johnson,SAS,G,12.146377639751556,5.251714285714287,2.130857142857143,5.97933044720497,2.585275714285715,1.048962857142857,0.0,0.0,0.0,0.531,0.4878787878787878,0.1012301587301587,5.193107142857144,,,,,,,,,,,,
Tari Eason,HOU,F,12.25396173913044,6.39257142857143,1.668857142857143,9.888191165217393,5.267488571428572,1.2815328571428573,0.0,0.0,0.0,0.567,0.5445859872611465,0.1109920634920634,5.693892857142858,6.0,4.0,0.0,,14.0,6.0,1.0,,9.0,5.0,1.0,
Bilal Coulibaly,WAS,F,10.872208695652176,4.723714285714284,3.271714285714286,5.3520918260869585,2.3253557142857137,1.6105757142857144,0.0,0.0,0.0,0.518,0.4909090909090909,0.1355952380952381,6.956035714285715,,,,,,,,,,,,
Klay Thompson,DAL,G-F,12.576845217391307,3.234,1.9705714285714284,6.1912378956521765,1.5920100000000001,0.9700585714285717,0.0,0.0,0.0,0.539,0.5119760479041916,0.1123809523809524,5.765142857142857,,,,,,,,,,,,
Tre Jones,CHI,G,11.82116571428572,2.979428571428572,4.789714285714287,5.819237485714285,1.466691428571429,2.3578457142857143,0.0,0.0,0.0,0.653,0.624031007751938,0.0984126984126984,5.04857142857143,,,,,,,,,,,,
Daniel Gafford,DAL,C-F,14.637734161490684,7.599428571428572,1.6877142857142855,7.205757316770185,3.7409914285714283,0.8308157142857142,0.0,0.0,0.0,0.692,0.6727272727272727,0.0986507936507936,5.060785714285715,,,,,,,,,,,,
Jonathan Kuminga,GSW,F,13.170517267080749,4.412571428571429,2.3382857142857145,7.143486454658387,2.352188571428571,1.2710742857142858,0.0,0.0,0.0,0.526,0.4620689655172413,0.0972222222222222,4.9875,,,,,11.0,3.0,2.0,,,,,
Nikola Jovic,MIA,G-F,12.939984596273291,3.960000000000001,3.6111428571428568,6.370001508074536,1.9494000000000002,1.7776671428571422,0.0,0.0,0.0,0.617,0.6,0.1217857142857142,6.247607142857142,,,,,,,,,,,,
Al Horford,BOS,C-F,10.887032049689443,7.392000000000001,2.460857142857143,9.312638959006211,6.9021300000000005,2.7293628571428568,0.0,0.0,0.0,0.596,0.5694444444444444,0.1214285714285714,6.229285714285714,5.0,5.0,3.0,,9.0,10.0,1.0,,9.0,6.0,4.0,
Davion Mitchell,MIA,G,11.752148571428574,2.875714285714286,5.393142857142858,9.012962228571432,1.6862357142857145,4.238747142857144,0.0,0.0,0.0,0.611,0.585820895522388,0.1340079365079365,6.874607142857144,18.0,4.0,9.0,,18.0,1.0,6.0,,,,,
Trendon Watford,BRK,F,10.958148074534158,3.818571428571428,3.224571428571429,5.394397438509314,1.879778571428571,1.5873685714285717,0.0,0.0,0.0,0.563,0.5145985401459854,0.0969047619047619,4.971214285714285,,,,,,,,,,,,
Isaiah Hartenstein,OKC,F,12.171810186335405,8.98542857142857,3.337714285714286,7.0889501962732915,5.4444814285714305,2.086315714285715,0.0,0.0,0.0,0.628,0.6076923076923076,0.1101984126984127,5.653178571428572,14.0,8.0,5.0,,6.0,10.0,3.0,,,,,
Ayo Dosunmu,CHI,G,12.789734161490683,2.9417142857142857,4.440857142857142,6.296037316770187,1.448125714285714,2.1861128571428576,0.0,0.0,0.0,0.59,0.5704225352112676,0.1274206349206349,6.53667857142857,,,,,,,,,,,,
Kel'el Ware,MIA,C,11.479720248447206,10.07914285714286,1.1408571428571432,6.4764531950310555,6.409637142857143,0.6669128571428574,0.0,0.0,0.0,0.619,0.6167883211678832,0.1144047619047619,5.868964285714287,2.0,3.0,2.0,,7.0,4.0,0.0,,,,,
Johnny Juzang,UTA,G,10.885900621118012,3.0737142857142854,1.32,5.358831987577639,1.513105714285714,0.6498,0.0,0.0,0.0,0.565,0.5487012987012987,0.0959523809523809,4.922357142857143,,,,,,,,,,,,
Jose Alvarado,NOP,G,9.646117267080744,2.5645714285714285,5.082000000000001,4.748520454658385,1.2624685714285713,2.5017300000000002,0.0,0.0,0.0,0.489,0.4651162790697674,0.1097619047619047,5.630785714285714,,,,,,,,,,,,
Donte DiVincenzo,MIN,G,12.893612422360247,3.724285714285714,3.724285714285714,10.511023751552793,3.5766142857142857,3.713964285714286,0.0,0.0,0.0,0.589,0.5844594594594594,0.1055555555555555,5.414999999999999,9.0,5.0,4.0,,4.0,3.0,2.0,,9.0,4.0,5.0,
Bub Carrington,WAS,G,10.369788819875778,4.572857142857144,5.421428571428572,5.1047642236024835,2.251092857142858,2.668821428571429,0.0,0.0,0.0,0.51,0.4909090909090909,0.1313492063492063,6.738214285714286,,,,,,,,,,,,
Naz Reid,MIN,F,12.8587349068323,6.505714285714287,2.866285714285714,10.630954501863355,4.685835714285715,2.3762942857142857,0.0,0.0,0.0,0.548,0.538961038961039,0.1183730158730158,6.072535714285715,23.0,5.0,2.0,,9.0,2.0,1.0,,3.0,2.0,2.0,
Jrue Holiday,BOS,G,10.757573664596276,4.290000000000001,4.026000000000001,6.429510126708076,2.5098000000000007,2.6051400000000005,0.0,0.0,0.0,0.577,0.5513698630136986,0.1302380952380952,6.681214285714286,9.0,3.0,5.0,,11.0,4.0,6.0,,,,,
Guerschon Yabusele,PHI,F-C,11.561724223602488,5.996571428571428,2.442,5.691521515527951,2.951948571428571,1.20213,0.0,0.0,0.0,0.57,0.5471014492753623,0.122063492063492,6.261857142857142,,,,,,,,,,,,
Corey Kispert,WAS,G-F,12.151985590062116,2.8474285714285714,1.7914285714285716,5.98209108819876,1.4017114285714287,0.8818714285714282,0.0,0.0,0.0,0.603,0.5740740740740741,0.1048015873015873,5.37632142857143,,,,,,,,,,,,
Dennis Schroder,DET,G,9.73881242236025,2.7060000000000004,5.346,4.794151751552795,1.33209,2.63169,0.0,0.0,0.0,0.512,0.4195804195804196,0.1114682539682539,5.718321428571428,,,,,,,,,,,,
Ausar Thompson,DET,G,11.226821366459632,5.402571428571429,2.574,13.05315797267081,5.625438571428571,1.3197600000000003,0.0,0.0,0.0,0.558,0.5182481751824818,0.1032936507936508,5.298964285714286,10.0,6.0,1.0,,5.0,5.0,0.0,,22.0,7.0,0.0,
Orlando Robinson,TOR,F,9.228128198757766,6.807428571428571,2.3854285714285712,4.542755836024845,3.3511114285714285,1.1742814285714283,0.0,0.0,0.0,0.537,0.5034013605442177,0.0957142857142857,4.910142857142858,,,,,,,,,,,,
Jordan Hawkins,NOP,G,10.196959006211182,3.2057142857142864,1.3765714285714288,5.019684819875778,1.5780857142857145,0.6776485714285716,0.0,0.0,0.0,0.527,0.5064935064935064,0.1031349206349206,5.29082142857143,,,,,,,,,,,,
D'Angelo Russell,BRK,G,10.037509565217391,2.772,5.261142857142858,4.941192208695652,1.36458,2.589917142857143,0.0,0.0,0.0,0.476,0.4431137724550898,0.1037698412698412,5.323392857142858,,,,,,,,,,,,
Fred VanVleet,HOU,G,10.38602236024845,3.0171428571428573,4.95,16.309255552795033,2.4479071428571424,4.3253,0.0,0.0,0.0,0.491,0.4570552147239264,0.145079365079365,7.442571428571429,10.0,1.0,7.0,,7.0,6.0,2.0,,26.0,1.0,2.0,
Luguentz Dort,OKC,G,11.91799304347826,3.9317142857142855,1.5462857142857145,6.978702939130434,2.6334257142857145,0.8664942857142857,0.0,0.0,0.0,0.637,0.6455223880597015,0.124563492063492,6.390107142857142,12.0,3.0,2.0,,8.0,9.0,0.0,,,,,
Duncan Robinson,MIA,G-F,12.096939130434782,1.7725714285714285,1.6405714285714283,6.556193217391305,1.1805385714285712,0.8676085714285715,0.0,0.0,0.0,0.63,0.6153846153846154,0.0978571428571428,5.020071428571428,8.0,3.0,0.0,,3.0,0.0,1.0,,,,,
Jeremy Sochan,SAS,F-G,10.348652422360251,5.176285714285715,2.1591428571428573,5.0943593515527965,2.5481442857142858,1.0628871428571431,0.0,0.0,0.0,0.559,0.5328467153284672,0.0990079365079365,5.079107142857142,,,,,,,,,,,,
Karlo Matković,NOP,F-C,12.205851428571432,5.742000000000001,1.2822857142857145,6.008607771428573,2.8266300000000006,0.6312342857142857,0.0,0.0,0.0,0.667,0.6541666666666667,0.0925396825396825,4.747285714285714,,,,,,,,,,,,
Santi Aldama,MEM,F,11.314777639751554,5.430857142857144,3.224571428571429,6.433206447204968,3.184062857142858,1.7453185714285717,0.0,0.0,0.0,0.561,0.5460992907801419,0.1109920634920634,5.693892857142858,5.0,4.0,3.0,,10.0,5.0,0.0,,,,,
Khris Middleton,WAS,F-G,11.13529043478261,3.620571428571429,3.564000000000001,5.48159979130435,1.7823085714285718,1.7544600000000008,0.0,0.0,0.0,0.553,0.4963235294117647,0.0954761904761904,4.897928571428573,,,,,,,,,,,,
Antonio Reeves,NOP,G,9.632982857142858,1.536857142857143,1.1597142857142857,4.742054742857143,0.756552857142857,0.5708957142857141,0.0,0.0,0.0,0.621,0.6031746031746031,0.078531746031746,4.028678571428571,,,,,,,,,,,,
Ziaire Williams,BRK,F,11.32681341614907,4.271142857142857,1.1974285714285715,5.575881331677021,2.1025671428571426,0.5894614285714284,0.0,0.0,0.0,0.596,0.5692307692307692,0.1101587301587301,5.651142857142859,,,,,,,,,,,,
Julian Champagnie,SAS,F,10.129729192546584,3.818571428571429,1.6122857142857143,4.986589416149066,1.879778571428571,0.7936842857142858,0.0,0.0,0.0,0.572,0.5335820895522388,0.0943650793650793,4.840928571428572,,,,,,,,,,,,
Ryan Dunn,PHO,F,7.705520496894411,4.365428571428572,0.5091428571428573,3.7932175900621123,2.148981428571429,0.2506371428571429,0.0,0.0,0.0,0.528,0.5230263157894737,0.0898809523809523,4.610892857142858,,,,,,,,,,,,
Nic Claxton,BRK,C,12.08018086956522,7.212857142857143,2.5362857142857145,5.946743582608698,3.550692857142856,1.2485442857142854,0.0,0.0,0.0,0.634,0.65,0.1147619047619047,5.887285714285712,,,,,,,,,,,,
Justin Champagnie,WAS,F,10.498082981366464,7.429714285714287,0.9805714285714286,5.167919940372672,3.657445714285714,0.4827085714285714,0.0,0.0,0.0,0.608,0.5984251968503937,0.1081349206349206,5.54732142857143,,,,,,,,,,,,
Kyshawn George,WAS,G,9.55106086956522,4.80857142857143,2.951142857142857,4.701726782608696,2.3671285714285717,1.4527671428571431,0.0,0.0,0.0,0.53,0.506896551724138,0.115515873015873,5.925964285714286,,,,,,,,,,,,
Ja'Kobe Walter,TOR,G,9.321659627329195,3.762000000000001,1.753714285714286,4.588798807453419,1.8519300000000003,0.8633057142857141,0.0,0.0,0.0,0.544,0.4890510948905109,0.0984126984126984,5.04857142857143,,,,,,,,,,,,
Bogdan Bogdanovic,LAC,G,13.160973913043478,3.120857142857143,3.3942857142857137,6.47878852173913,1.536312857142857,1.6709142857142854,0.0,0.0,0.0,0.686,0.6651785714285714,0.1022619047619047,5.246035714285713,,,,,,,,,,,,
Sam Hauser,BOS,F,11.689460869565218,3.432,0.7542857142857143,9.154402782608695,2.557430000000001,0.4239642857142857,0.0,0.0,0.0,0.67,0.6666666666666666,0.1009920634920635,5.180892857142858,0.0,3.0,1.0,,0.0,1.0,0.0,,10.0,2.0,0.0,
Jaden McDaniels,MIN,F,11.9049898136646,5.836285714285715,2.234571428571429,12.056751803726712,5.986894285714287,1.715318571428572,0.0,0.0,0.0,0.537,0.5174825174825175,0.1311507936507936,6.728035714285712,25.0,9.0,2.0,,8.0,4.0,1.0,,8.0,3.0,0.0,
Anthony Black,ORL,G,9.785430559006215,3.3282857142857143,2.772,9.135050588819876,4.689024285714286,1.36458,0.0,0.0,0.0,0.549,0.5147058823529411,0.0974603174603174,4.999714285714288,3.0,4.0,0.0,,11.0,4.0,0.0,,8.0,8.0,0.0,
Walker Kessler,UTA,C,10.803667080745344,12.804000000000004,1.8008571428571432,5.318350658385095,6.30306,0.8865128571428573,0.0,0.0,0.0,0.556,0.5625,0.1239285714285714,6.357535714285712,,,,,,,,,,,,
Miles McBride,NYK,G,8.363520000000001,2.583428571428572,3.205714285714285,6.347132800000001,2.0344014285714285,2.038685714285714,0.0,0.0,0.0,0.483,0.475,0.1137698412698413,5.836392857142858,0.0,1.0,4.0,,8.0,1.0,0.0,,4.0,2.0,1.0,
Georges Niang,ATL,F,11.541817639751557,2.3760000000000003,1.3294285714285716,5.681722047204969,1.16964,0.6544414285714288,0.0,0.0,0.0,0.596,0.5852713178294574,0.0904761904761904,4.641428571428572,,,,,,,,,,,,
Cole Anthony,ORL,G,11.293542857142857,3.837428571428572,3.186857142857143,6.52010314285714,2.6390614285714284,1.9767528571428574,0.0,0.0,0.0,0.565,0.515625,0.0965873015873016,4.954928571428572,4.0,0.0,3.0,,0.0,0.0,0.0,,3.0,3.0,1.0,
Gradey Dick,TOR,G,9.831294409937891,4.007142857142858,1.3105714285714287,4.839678111801245,1.9726071428571434,0.6451585714285715,0.0,0.0,0.0,0.52,0.4781021897810219,0.1138492063492063,5.840464285714285,,,,,,,,,,,,
Ricky Council IV,PHI,G,7.453753043478262,4.337142857142858,1.7725714285714291,3.6692793391304357,2.1350571428571437,0.8725885714285716,0.0,0.0,0.0,0.474,0.4035714285714286,0.0905952380952381,4.647535714285715,,,,,,,,,,,,
Jamal Shead,TOR,G,8.054640000000001,2.036571428571429,5.412000000000001,3.9650796,1.0025485714285713,2.66418,0.0,0.0,0.0,0.483,0.4503311258278146,0.0987301587301587,5.064857142857142,,,,,,,,,,,,
Max Strus,CLE,G,11.61040844720497,4.374857142857143,3.3000000000000003,7.4793374310559,3.016272857142857,2.6371499999999997,0.0,0.0,0.0,0.649,0.6327433628318584,0.1099603174603174,5.640964285714287,9.0,1.0,1.0,,14.0,1.0,6.0,,,,,
Yves Missi,NOP,C,9.70063900621118,8.334857142857143,1.3765714285714288,4.775360019875777,4.103022857142857,0.6776485714285716,0.0,0.0,0.0,0.584,0.5648148148148148,0.110079365079365,5.64707142857143,,,,,,,,,,,,
Ochai Agbaji,TOR,G,10.133467826086957,3.743142857142857,1.2162857142857144,4.988429843478261,1.8426471428571425,0.598744285714286,0.0,0.0,0.0,0.588,0.5736434108527132,0.0999603174603174,5.127964285714285,,,,,,,,,,,,
Dorian Finney-Smith,LAL,F,10.694656397515528,3.818571428571429,1.7160000000000002,8.492637672049689,4.5377285714285716,2.4100400000000004,0.0,0.0,0.0,0.671,0.6666666666666666,0.1291269841269841,6.624214285714282,3.0,3.0,2.0,,7.0,5.0,1.0,,7.0,4.0,2.0,
Jusuf Nurkic,CHO,C,9.08487950310559,6.024857142857144,2.564571428571429,4.472238409937887,2.965872857142857,1.2624685714285717,0.0,0.0,0.0,0.57,0.5491803278688525,0.0747222222222222,3.8332499999999996,,,,,,,,,,,,
